,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,account_id
158,GRANDMASTER,Pgur025dFptRnu0WtWAvFI3cs6WVbsPbZoiPdzU4uYghQzw,lingplus,589,131,115,False,False,False,False,ZjrrGBV4guTg0HndDTHQ2CIHmlnvKnGw5KCIn0jrYYuGh40dLxI5gfAA
159,GRANDMASTER,om9bGzdWn2Yc9IXXJGR8vRtB--WjoDlt_KVESjJ1AMKzOb4,QingwaNanhai,515,474,444,False,False,False,False,MsbcFJ3WfrWSqy1ahRuTosduyJkb1fQQ2HHTVU6h8zXGFl4
160,GRANDMASTER,pzhOf18ZHfRpwoGQRnSw2WqLgioM-2dgdrYu3UiHHzdTdhE,TW 슈가몬,553,452,420,False,False,False,True,eIALyzAdiUOHYlU3oBYklR9V0pTDkqQj3sRpCaZHOvQjtok
161,GRANDMASTER,oVV_4jFQL2-zDVWJXDch7q53mE8hCBRlGeRqZsn2p8fIrn8,tayloranya,668,377,320,False,False,True,False,a6L2K1zmGn2R4MUeLWXjiGU_1Ctem3vIf-EnotyUpiiXsTlAlvfBz66d
162,GRANDMASTER,0BPSdUZ6AAf_twY26-NClUEu467c6kmoKuh8EjEleHw1zko,yqyxwdnmd,325,307,283,False,False,False,False,WdamF2-5bYR9wQpyiH0zUz7lKWfqkk0IYuexB2QdZtw0VW6J_Tu19kFh
163,GRANDMASTER,YQIZrRSJEVOn8pusskx1IEI5ne2JnVCepYGZbudAXTb5aAQ,T1 Xodh,410,179,77,False,False,False,False,
164,GRANDMASTER,wl_qdDT3xXipsxrV_XahmBP_YAXYv9gZX16MPo4AdPJqcS0,헤 돈,602,103,63,False,False,False,False,_rSGLpy5b-aVpZwfooPb-MyQ1u2hj0DRwoJ6hd8wNTzF1O4
165,GRANDMASTER,Ogsvdlypqg4DyxHTxL7Vq8KPbM8EF9VFLrIEi38g418OhkE,포기는배추썰때헤,454,414,320,False,False,False,False,5HAF3crpN5GqjRz71S2wdqhaXA2O1Y67FUDCyRzAZ7MQbSBxBnqh0VnB
166,GRANDMASTER,RpcvrKSr_1qnLtFfYX6-uq8JPD91wPvAHaoHP1JlkZ4wL4U,huya xiaohao 1,462,208,192,True,False,False,True,qsPYqJ0vw6A6rfyr4XhqYd1RFTfyVehxorsgRz7rT2p2Dck
167,GRANDMASTER,4xHsIJMF1kEcFnT3miOCHdQefwXDTVPFAU3fTlw_hezHSJo,leng,318,151,54,False,False,True,False,QnrIuqDmbSreSCLw7w9Wg1Ujd7Bv0Y30Urok-dJRDwMrPxs1XpLxx2N5
168,GRANDMASTER,FyJ8M52aitTs-bzww9kVp-h8NlEWBWeLYymDr0Ds-PpEw6I,koe7,457,742,654,True,False,False,False,AdJ_dmcmANB407rsRiZ3wT-4GZQcH_WT9Oqa9_bUtYdGKnVUJ2UsD-Ho
169,GRANDMASTER,z3Mk3nWETzRoMcUJaGBIN-LO-i-e6vd7N2ujM13WManc308,StarSpring2,475,366,342,False,False,False,False,LPYhppM1iHavrFCQPkKv-Pe-Aq-30W6FWivXrQ_WtyjVxmiHU_O8TABT
170,GRANDMASTER,L0dJMG3h21_xTAcmWfPHSpkUhrCzbfUCN1h17l5xrJELeA,돈까스틱,328,260,236,False,False,False,False,QGrx2tIs4wksiHvLR7_zF3BG2EfBN_i1CYykf4soO50e
171,GRANDMASTER,VSo47KgORn8XrrtBY3hvIxQOxbCqbGgwjELMOlAV-JyJHWs,넌확실히강해졌다,486,152,123,True,False,False,False,MbUaVk8FuhFx1h2TSB296Bkg1NNEWinqrk1wzJPAn-mrX14
172,GRANDMASTER,i2Y3SdlgS2U29EVx41TlV_3mNDwspKFn7CqRHLeaymOIu1k,xzl존애디x,363,658,644,False,False,True,False,bi4VSrY5heSDPJVn52ZZZuEXsSTRefmVIQJiFhYxqVeZ8tw
173,GRANDMASTER,_xj0bgrfdrBVT4vZvQtBjgL0-VwesMT9ZYzS7dydQKn7S94,T1 AD TEST,592,743,716,True,False,False,False,n4Yul1Freq-Wz1nIRyJHHgKkn63VegwIwVRjmJTVmGhtOSk
174,GRANDMASTER,JdoovkN-2NPRpCUEm1dfitxTJ1W9IMz3SBxAWSBfr8VXNVk,edgeeee,433,887,858,False,False,False,False,eQnCm8QXuuj8k2_4ugNepCEw6b2LQAQD4hUNHC6OG6UONY8
175,GRANDMASTER,2Wh7rb8vaoCqI6C8FaHQcekClKLzUi6-Ki3RlcJupRi34y4,inib,517,241,208,False,False,False,False,f3N5U-6A31dK-bxBoGeHzwBy0J_Qw_TIQix4AwKMeSZFRGc
176,GRANDMASTER,UGGrO7hI6so8CmRHPygnLtWnx5Pnk9TzApsTA6HEssS5tUU,BOWNOW,652,265,249,False,False,False,False,mPDzBe80PBz58_8OlnvKd-31MEICi7NWuL_1iEnI8r2NH9f03XQH8Ytc
177,GRANDMASTER,0IGlFxVKjdeO0oCc3okRU6uyzke5liPRqbSD0h2hDYvpU48,답없는겜,542,747,713,True,False,False,False,O4RcOxHWIqzReW48HGo_X4EoEk42d5DSr9FiVeJd1qUYbH4
178,GRANDMASTER,cffHu1i-_qGilXHwp0hpw3A9C6-Zc0N2xnnTiTaNgcoPrMk,여의동 수면펀치,661,417,362,False,False,False,False,VHUQJ9p52Ej0B25_qoPUULkn7-f4xdzTrca3vS93ZXKT0tMfcz7dRzhr
179,GRANDMASTER,bfKKjVfJO0Y52eH1A8dUc09N7nZm3kSQjybTgTxJBeQYVA,아저씨가좋아,486,582,554,False,False,False,False,7BAzHPtlKu_qfE341KB7jbcQSZdPAXoY8sMOuPTn0cRp
180,GRANDMASTER,VfLR2T8hLtpp7UU9FUaPLUE-24VC3ENT5VGE-EME35O_HlE,딱 대 도연아,411,119,82,True,False,False,False,JYnhFKIq_pm55zw49Jv-xrmsxvW53YMZ5ZCHE8z6w7TLNRY
181,GRANDMASTER,KU3bfyYQc2Cx7Gyxw68UzSemhwmp12gcH-fU1eCCIv-5X0A,molaaaaaaaaaa,332,92,79,False,False,False,False,PtD9X3R8NLGBfHqMvS53kjTDQ_oia8eg_UIokcf07wOJlY0
182,GRANDMASTER,eq0IBokzm5i5pkklzTWoidz-2Xv6gonr84pVW4DmqdmhXMI,doekdam,488,593,569,True,False,False,False,DTdk3kj87EMBU3amFh2rK70-mdz2-jbWenaA0UbHzhFEjM3wagLL7uHS
183,GRANDMASTER,XuFAwEdSKXBXD8kysNTS0depkyuPjYS5fk4xDCrCYNpwszw,너도우울하길,650,259,224,False,False,False,False,PLB2eiUC0g9d7zcJBlAtg4hRZgKDR2kP2Hrqu0zq4uQqyoE
184,GRANDMASTER,NxsKpQTV6OF-zVHpCuxYmTuBJC3kip_JnpQXf-r79TLb_w,tinychild,379,275,241,False,False,False,False,TYZ7FwyBtxNQNMf9oTBufRIfdCCj3zmeSnn9tol4hQ8t
185,GRANDMASTER,Br7IJlqWKLlN73B6Psdm7FnC0Y8DLEFmRMl85KI8w9lRaV4,gpdltmxm,316,493,479,False,False,False,False,3h9uzviEm9qNa6zaNfJqlOwDAWiVcUdQfAphYkfN_8jH0K8
186,GRANDMASTER,rF78utVQWT4pvyg-yCxfKyAOMCHsXKD0c3iQqcPlv11UiQ,짜 룽,319,274,242,False,False,False,True,1VDWkSw2P9nsRuDkYD0bHrjolEUG-R7KMbD1USQtlU2T
187,GRANDMASTER,iuiMCNp3xP9NVGOiByS4C79Ct80uFomfw8w0Dbdy2Lka0-8,Clever8,398,376,290,False,False,False,False,5r_gsRshsHKbiAua7WJDv7POkL-iLTKl55HF2J0FYqVIjj0SYMfGTtOS
188,GRANDMASTER,3Kcc1qx7ybz24lA5S_exoAGcVku_iWldxKf-EcYFILqAwuA,zhuanzhuyouxi,415,402,382,True,False,False,False,zAfXnCRg5CE5OJqv2b_EKCcXzhPht8M838Z2O0MZWsilKmU
189,GRANDMASTER,RFS1jZ9BzpwRBboXrXFAxM_aIfIAVDsB3sVSCfxK65BX_hc,ANG TV,429,763,743,True,False,False,False,hZqlBFPwoVF1a1SepWLmY0HT8KF-PURrOYBzU60gqgYJ8V8
190,GRANDMASTER,MB-fZpg5kWXhQn6WMXEG07jJzkjcQxbMT46GIoF3DSi4qUI,T1 피셔,354,314,282,True,False,False,False,gd5_r9XQisPuCiHEqIcxMtrtOQXxhiJANYv8KbMKZoRS5kk
191,GRANDMASTER,aAZhncXU-UO5qnXqXUCLAwoFTVTrapXdrtOgEPh9GtuzSzk,Nagai Yuuna1,381,525,507,True,False,False,False,khruEuMVpl6yNUf-hKStsbVZ6sfaQ-HUeaGBdHr3av86TAs
192,GRANDMASTER,qbfTeMOFzpOzN04RHkGqE4S4DjQY7qejfTNZdF0Um0OF_L8,Be a Good person,389,517,471,True,False,False,False,XwrJDsHMHD7EoB-2pLQaj8OTM8PjA4d4MNJ2Qr-Qk6LKi8M
193,GRANDMASTER,nQEcWY4kQVmsukOUqmInb2Fizvai7vpsW18GRjIKtN3aTw,신선한제주알로에,354,169,90,False,False,False,False,2fNIv1BJSTiovggc6VIzicrKuW5K-zcXiY7f2dHwrRma
194,GRANDMASTER,I1XlL6MwxMsTi1uvLDQoYwgoS13T9w5R_Lc2rF_xPyz7W1o,O531,342,309,243,False,False,False,False,KRhFaXxziBsKmwHTmtGkU2xCxWKmF3CiIZjWy23OLtb__ZKzzVFyp58r
195,GRANDMASTER,6t8R4zyCu-Evy6QFW3OSNaEvAcUeht4s3REsaIgwyiY8dl8,T1 Khael,357,256,188,True,False,False,False,cJNfg2x6Tydjipu_OJFhTajIYFc4EefU440JVTt7W5AfBwAZyjei2ARK
196,GRANDMASTER,s1VNNWXrjguDCGHXaB590RaesChSxPp1XlPD-zkO7KskfhI,UijU,684,404,372,False,False,True,False,leUjPhJESZDTsSfIhtC5IjKcb2Ge0Tk0vqEJUiPbPOUMdSxP2yjgtEri
197,GRANDMASTER,xmGAKZbK1BswCnApohtrfrUEVGI9CLtF8Qi8zT1F0sLOFS4,zhong men dui ju,796,513,466,True,False,False,False,5Gr9Mjoc3Z4xeWELYIc-O27Wh1mA5tJwR967Sz_DegyA_MbGWC__RdLh
198,GRANDMASTER,kkhxyiKgXGCCj6PB-QHgwd4X9TKeN816B6M7oQvgGA5AHA,Phact,376,152,118,False,False,False,False,svEKzZCsTuvU2AaTwrsC2YlFNKar7wdci51F8D4T2USb
199,GRANDMASTER,utQd8o-mUWcEq4JMM8GYGEtPbdFlbbIC48p7pY1eV3HAq7w,cqwdascxzascs,405,410,366,False,False,False,False,52Syf9LrUvdebNvg8jLhtY9nrXNlm34kqBPhkvry3aRG9v4
200,GRANDMASTER,vwp4joCkA5fjoyxn226iiWcyBXPxXPpyrEz9PB_u8HCFSc8,상대서폿정현수,323,402,405,False,False,True,False,OhpMg0Pm2hVyIvH4G_4VnFjZ5t_xAnkvw6xqbkVY-_yp7vE
201,GRANDMASTER,Y1KUU9gK3utZcOKyvMwar2wH6_ChpAT1vJOBgSxYrB9pi3w,홍대 곱창집,601,622,624,True,False,False,False,y4jzcwqSz9D6YwzygwS_Onsx_K1hVeFLoFaE7byiRnzTGQE
202,GRANDMASTER,Zg3t8oU6vWYYe_hhibnbhxWU7xe_5IhTOvWP89czkmMtNEg,선에디,302,131,52,False,False,True,True,Ew92oZV7Qm4iCynU0opYnXfp3_F-zGRkZpTzke3vZirS1vfMidJeHL8r
203,GRANDMASTER,poVn8y_8OnbzuJOD27wyTUaFXfs_yFui7A8urDCt0pBYj3I,별사탕이좋아요,431,226,190,True,False,False,False,Wky8Bo3ZSdIZsQnbYzK6ak0W4yKPcyLD5seH4npuwcWVIGU
204,GRANDMASTER,HP8ZgPKgGY0urQWM96X5Qu64dDCp6-LHUoQWFgXwHldLhT8,liiiIlIIIlili,377,153,111,False,False,True,False,dI_XYk5XUGHZGkXx1nJ-FvkmLD6RueQ-hSf5B-0KQFj5C2u9FBT-xbcL
205,GRANDMASTER,rzNfFWY7Zt0V7_adHzNsHTxcd0LkPNpuDt4JXWHhNHIfbDg,shuiqianjie,650,335,306,False,False,False,False,
206,GRANDMASTER,kVwAH3s-Lx1LqMEyWNPQZLSqx1jyq-dUG5cBPp6MKybqTWk,wumingzhibei1,656,512,407,False,False,False,True,ib5lbYFpRRp4gXl96EAntLHwv4aq9jpb4H7hyGCwiwDPcdGIjEwQ4pxg
207,GRANDMASTER,9abJdc2YJ9efDflhwyUFhJY_KxFpj2RS-E9gpS6hH9JjRw,네 코,491,301,270,False,False,False,False,XCl4ASZb6y-92PoHFkX2ALcEKjVQpRVoShGgq0BI4jqu
208,GRANDMASTER,OXR49FS68uxU0D_QmPs7LjSLFUz1lqdLGhmOxJMHw-tkTA,IlllIlIIlllIlI,437,337,297,False,False,False,False,_6sLgqJ24T9Al1GMVbTkwYGiii_1dq0sXSQTsaoR_Vun
209,GRANDMASTER,_Zcy8iW6JsMfT_UhdZfAKKZ3vkaytUBOqdTwqN-NzJoPw24,AF 52luv,513,167,126,False,False,True,True,pX5oEtQiId9U5O-o980wjau2e_4FyjqF9MUddL6UWrrJdzAj8uaPIF2w
210,GRANDMASTER,tKGtp6d5T7o-2AAr0NwPFgMugm8Unh0d36SVBZs3JAX3D6o,eign,333,458,448,True,False,False,False,WBvk7OJNSF2RbH_0nGhr0uIIqLZPAmkPgOQDQ1q_Zbwkowgeu9C0TYmf
211,GRANDMASTER,4_e0vyYosgmI1gnQw4EXwqQPGH0Wx_6QzAHyogpF4HTBu6A,Atlantean,440,144,116,False,False,False,False,4W4gfa7rwoKtlWVQoMdVdRqX4tZldVQDlYtj6VrD7ZzgLsjXLqypJWqZ
212,GRANDMASTER,QT6mxt1D76Cr86DtiExDFfuGp59du2aNvhOGhM4NqtKXcIk,화내 지 마1,677,437,390,True,False,False,False,lZTHrpJ_v9THliJZhf5J3C5nkPqfva2d1pZ3Eryd-GdoFWHLwGqIOmwu
213,GRANDMASTER,3otnDVQGUMKgH4JU8xPpBZxaLj2z6rKRFN_ceYZ89ViU0wg,yutazz,482,300,264,False,False,False,False,3rY4b6ufdq9GQJ_3eGeJgEemWHptqh1DMzWtY7YbE1nC4cChSbe1twWC
214,GRANDMASTER,KkO90qSQkA1Ek4vWrSQ-WAIgIu3_ztEvlK8IgElXYvcY5ZQ,noobmidOvO,351,146,96,False,False,False,False,S39LVyi6qQADe9bRupFxhQm4n4n33IltoCMmDHq-4WUF7VQ
215,GRANDMASTER,T-Qvh2HApW0dbD-I-Qc5A-5GXwaeH8WhuJbei0zr4JzUJ0g,ChenTianjun,396,305,256,False,False,True,False,6bWNCuPtzd8EDgxoTuQxXkbemlXUwq_WYrdD0FLxOrV3Vj_0Ej86ePWx
216,GRANDMASTER,tTGrW77yQdLK5Y0B2n9SHHy8oLJ9Vj4uTzHHfX42jhyqgEc,rakax,472,328,318,True,False,False,False,xAxFjbqx2xcfq9piKDZR860SuJKbunQ2VeVPQf_ALaKzJ8k
217,GRANDMASTER,0Lx-Q8O8T6BsceUIwMqpvorx3PxGIw01A9BTDrenceD4pqk,Apolosius,483,468,442,False,False,False,True,60SutQMUREwMb82cGefo13GIRfh9JSHOT1MZkhAQPq3Yo54
218,GRANDMASTER,EIcP0xG5yYDpb6LdwLOCz_t04ylq_S8XR9tCWDexrrSAOD8,Red drama,397,179,95,False,False,False,True,TZ2JobAAKZ60W4rndDZ47cfZdmwU-HmSzQ3mXPg51z0sGHiQzsTzXREB
219,GRANDMASTER,I8EXkx2BBEeF6-LCPKpTiHEpsBY6vgAkAHKXt52u9EHNrA,한화 큐베,514,492,476,True,False,False,False,epEzItFKNeYBXQVe9xZA6LX9OkX8GS5YgEoVgQ7tpKdT
220,GRANDMASTER,Pn7-SUulaZ_iqMvkhky2lBM0tZqKwZfIO_BJABWpjn4xKy8,려창동입니다,539,202,151,False,False,False,False,QpGzoCfl1i_o3-CO4lBq2aqi3E4uoncy5-o6CsGDtS5pxAn9TJzaWupD
221,GRANDMASTER,lqyMwC3wLvEflvqGMRJ0IQRkAZE35tgCnczaiGOjVdQ4JRY,Yamtuuw,422,322,293,False,False,False,False,6pPV9uE6uv2U6ucdTO8eaj4s5PCV_EIQ3b-RKaP9ZEQdPVmshdRiI4ub
222,GRANDMASTER,Y1nFmxHsoPn7w1YiwtlWu5cyjSw8KJjZ682FLX605DljY2g,옘 뱅,293,85,61,False,False,True,False,Ee5Ibb9Yd7_oRtEkyxVkvjGYovVrrY2oxC49gga0SVg8te8
223,GRANDMASTER,OKrGu6C4f840kAkRC7ogqc_cGkYkcFy2KGxTArDOQKUOdSQ,gganknam,512,550,542,True,False,False,False,dkLkO8QQjfBchFDL-M1SLrTCvjxMk5DuwJHFUb7nIZcduM17A1cH6DiJ
224,GRANDMASTER,rNHVaqIeS9MuFFABakCg819bUfc_P1BB1dy4_bBEXPEur7A,ilIliliillillil,385,506,485,False,False,True,True,Dum6u7x1dE28Ze0obLdEVnvX-wo_5I7UeTs41h0DHG5WRq0
225,GRANDMASTER,ns6mRUrPEoDKF8OMDdr9qytoM9Ni1CHP6dO_77CwEfi7niE,에스카노르 킹,633,347,319,False,False,True,False,F_fVsrAlsIQHygDTNQD0REscip2znOGTXbTEa5DQX1YaxWEUbZ9-yg_D
226,GRANDMASTER,0pYDCgPvamZFpsxFBK-Z5b5LriL51ywEm7RMMtaWSOWxask,byywdbyt,291,454,436,False,False,True,False,BGKqqx_wQuyc0IlRUT6rfi_JV78i7U1IAqbYFeZDBJPkFhA
227,GRANDMASTER,EC1ld2BJSiGeem8SPlF2-ddNRoHSqAV7zGfzJGDHjRL85uc,Fotune,562,348,312,False,False,False,False,zGDsvyuRBrwdDt7FjnFdRMBzrFN83up4tfXw7WuoR2p77FRoM8l080jr
228,GRANDMASTER,DkvISrYaMuqBEGTjEY_ASWzqZHXQsvD4OzGJPUOItqldIw0,feelin dejavu,304,524,513,False,False,True,False,fRBPvEl1FPyUFxF-eO-MLX69M5zPlPtpixcD92Mks3OKEYGpeV5OduDO
229,GRANDMASTER,_HFoDjQ0HTPs13Vqe_0gQaf70VW1BBU65aW5k2fb6d3sFjU,엘리멘트 미스틱,404,138,138,True,False,False,False,hl-wQQUFzUp_FlMy3XZCfX5dyqefWYwh_wXLTZnaUv24RpA
230,GRANDMASTER,8b32z6QrzeAWnjNfpq_LnYNhuzTovK1N6V8rNn-RT2yIEtg,yan cha xp,430,217,185,False,False,False,False,j6ZAUmBmn41sKxfRLFe09GbA_GHwO1SAdHc4y8S5H5ek_PFavuOxQYuR
231,GRANDMASTER,rD5UqR7FtbAYRcrEoZFBGaeS99bc3tX5qAye4A6y2GCNKNU,Devil JGL,544,311,266,False,False,False,True,e0BeZCB0dnzftxz4w2Fdgx6m5ziocIqIsPz_A5s2IuJLph_2SvguEB08
232,GRANDMASTER,r9g_IZ6CmNCp8EzokvlCxX1Mlxh0TNPm5PTFRPitEZFfRTE,The Do1u1u,478,360,266,True,False,False,False,iyZgxoS05TcZqmM9oDH4VZ4sOHf9n7ymGtRtzKJEpUeXAXkKuutv69UJ
233,GRANDMASTER,Ucc5FolZmJzXLQbNLzA4f9avzQ4SnjTdtAazBJ4aRWUBdUE,Aorlf,725,708,671,True,False,False,True,sT36IeSulNVJ1m5vLa5kPDSq2hBYeiFP1YEmIQGtdQEhMKbDkeLfT3iG
234,GRANDMASTER,NR_T23oD0bG0Z8nKxM9FDOl0xqjxLyOnIlrnvM3hszG0ToI,R1 Powder,366,199,179,True,False,False,False,0M_Ov7xicUCteDrwhcbfg6N6RelHz5g2hTOE9B-bnnXTjzxHz3R9YZs3
235,GRANDMASTER,EgnXfXs1tsrpKwLMBMtkExzT4G-J5jIbDjcRnH1LN1vwObM,HLE Haru,619,512,485,False,False,True,False,4mNlP1gpUV8nuvgWl2x8k85p2TpIzPoMtv8mgFDeIXx2gM4
236,GRANDMASTER,d-PfOFkxdRC9BS97VxVhgnM0WiE6USc7KZEhfMQN0fcLsnA,실수쟁이,356,136,128,False,False,True,False,cMLixpOB9VnnTsSBMlJoDwSrj4vQJB1uaffbyAcS9h8gL5UGjVkxgSb3
237,GRANDMASTER,4OhQJ5dwwVcuG-J7ZeZ4nvoacVT6pQDGpSu53cDSgfea3pk,DWG Canyon3,547,141,102,False,False,True,False,ociUkAQD1LdghhGJJbm-zBSd0y1Jzvdl5-C_fiDSLR9PqJ3FPpBM_j5V
238,GRANDMASTER,s8S2IF-RO3NHF8r4frY-XyP2__hK_7xDBmqjpB2rIFdWyCk,pdmd,386,812,706,False,False,True,False,sOAF8Vxy-hqtJbrh4NAfApc5L5ORY2NDUAaCW_g_Un-M0dsefZdFZsJk
239,GRANDMASTER,U6tEWrFzYn0DprBUElmXHqsnmGYwTk38N5u24NlgiiS6PzU,Loners,328,519,487,False,False,True,False,5qUrLM25MWtEobrzLagK-5XeD99uS4TWVqMAuTDua96s4DY
240,GRANDMASTER,My9dCLqad3AaVrVGPGjFOIX9U2Yf7TMVUIPneo5avLgPKl0,wo 4 chicken,533,440,419,False,False,False,False,x1s0LH_zzMfhwFylKfBksLTrrE8xGKybRpGVI_O2qxnvwFMv6KGt9JTt
241,GRANDMASTER,gm6EFu45VoWilIpeof9TjFBPCSWhfF_IIgJioK4m1oZMjr8,wu zhi wu wei,317,102,28,False,False,True,False,9KdxU59BpScl0fMsVbjei33M9oEkKhHOYGcD82zspaDnwt1Pzi_YBCBr
242,GRANDMASTER,BUjnlMISGhbWL5Gtf9-1EvRNBa1wAEnJv7T3QdX4OHvaHuM,먼지적은미용티슈,429,310,271,True,False,False,False,fZn7WRmBjZaPWmWbVRLoSL-pfgxnQHDFHIy98Z-5zwufbjY
243,GRANDMASTER,uvBJ39k7Th3EKU6ddmYCJfYiRuDJSE5m-OLz3_qc6hbV6g,기도메타올라프,460,226,198,True,False,False,False,CV88z4GzjDcvgvAxEnYKdbZYuBn2FrfeIiV78PJ67BNt
244,GRANDMASTER,QpBPeZwEgh_KRCO7mt3rbVOAbgnykO8OX3sduE7fCczdG6k,팔월의후지산,459,476,435,True,False,False,False,xqj0BYgWAZtBwkrz-t4kxJVEdZIF3Cn0oHXEsiG2iruzHcyfEOpWWn96
245,GRANDMASTER,iyaPTyyWz0PwYQ7y17PugJI1fVzgGPEH04RlDlchmmqkgus,come dive,366,366,283,False,False,False,False,b0uPAFeV-oUJPkF9zhFMWR8jOx9BbvDyZXquAWyB8R1wZoIYL9u5-wv8
246,GRANDMASTER,4Xk0RIzk4cVsb5HcTYQuJj8tkjHop7L6km2AaYLx61Sbah0,BangDreamKing,516,173,141,True,False,False,False,t7LZgFV8Ij_zT_t_-ohZig9Wi6A51UnseWUUjy6APXbrShs
247,GRANDMASTER,w0tZpBdLPxYh5mVJMXDL97_gBEzzOsPyeqDvBLvz_r0WhSw,지하도시 비돌,420,106,70,False,False,False,False,8xYNNxPGb_osk0yekU2ia9Gu3m9uX6rF2pxpa0SJU4mm-Pc
248,GRANDMASTER,i4awGCp4TRzufI8HR1E9Xuj-VYUJAHp1rkFtHCiiSjBHEw,T1 Roach,692,411,380,False,False,True,False,qsWbXvnaUe3TGWt_OarebHqVGvQa2MNoRq08gZdy2Gt_
249,GRANDMASTER,xE5kSQdeYu2pgCWIvC2MR6FbAmuafVpZxlG7g9x8A9gupc4,fengxhiyo,502,308,290,False,False,True,False,a7ajI5nAF1rkz8y6nJQJkfY2GYWquyDvSsU2gFWbZNiQohw
250,GRANDMASTER,dow1UYLcnrp7pPlqDVBopCQzXm0NKKEmgTzIzdxD08TFtvk,SKT T1 Tedcly,364,248,232,False,False,False,False,ryqRKRQiZGgzwxcXOW4b6A68x35y9s7eLJPEj42t_zaR_iw
251,GRANDMASTER,Gvd5pvSeENw1U8mFvd9jI233PByh1eDNse_rU_MEOqDh1Mw,Dream go lpl,445,185,98,False,False,False,False,a26-5nidl9K-EF096hDNUFgwzEbpUpHKfS9yQJC40K8OCRJzigZWPzRw
252,GRANDMASTER,JGLZtE6wZQqdFGdyjQdfNGo13qDvuMASRAa_4QvqA9oRk6k,ti bu ad,387,364,337,False,False,True,True,OLmyUZimjhq1kl_eVPkA-YYs_bZYkys7E5QYpoRWTbSbrdY
253,GRANDMASTER,dLHe_4w38DVVqZoc1hVHkyNC_29-8G4G3LRjSMCK2v-Zolg,woshiwolong,643,626,576,False,False,True,False,SlwVAUdGJe-iG1DgH_EqQitUGJGNAjygXf70ajrBYvleGesvo104ZIe3
254,GRANDMASTER,r6So_zTy97tKwJqSjerR0RmXMXmLvk2IGL6alU3_7z2jEnw,익명사용중,448,112,77,False,False,False,False,AgxdXRs1MAnwXSByLtz72ijbvCwVjYYAVfRrOGJ5hrMzn7M
255,GRANDMASTER,-DjLIv_NOi_R9_p1iU8iUkHH8svxeEAIY0M_6BQld-DFQZs,탈리 아 왕,363,643,649,False,False,True,False,ZbsqKU9gjRiSvCqAZO_BnzWi05t2l1sYmKaPciDK427DO7Ov64mYMIfI
256,GRANDMASTER,NklNBqgXOiZtdsSFaT_fJcDNfj5P_4822idvPHZMvsimVTc,Kirisame Marisa ,345,637,631,False,False,False,False,aLO7nBYlboDjTW1sjdPRb2tpojxvUYUmXKWZ5awJmaSpQkF4WQ4dj3Ka
257,GRANDMASTER,y7UUeJszi0Cw7ZreZyw-GqifYgocST_YE_IhsazSw3iXYaY,bushuohua,404,567,484,False,False,True,False,CTb3xdOtgYCRrB7k8916oaA8HMpV8flJUfwddYQptQiZVU_uGs5f2Ipg
258,GRANDMASTER,TN-TD0S1cYzzy5hW9f-GkrlvxJ3yqSqVKsNFX_k--yvmMzM,내가사랑혜 선,504,227,130,False,False,False,False,vuL9xAJtijFPMeqoboNs2xsh9gUXbxgKb-hX-z6nuo_Z30I
259,GRANDMASTER,M2bh9SyxCIyhXxb6wbbeQpDo65uIFT3wMSYvG5zPmn-rKuI,dnoyeB,496,213,184,True,False,False,False,sWJu4l8DOCALwxb5Nl-zDvq0lMiqJSr_sSxvpuSwdAr81BDNKM_Y1Ifj
260,GRANDMASTER,ts05Y7WJfkDPF-Uv6-wRDZWiGPx-LU7co6v-5SkaVHHfZpU,재미없다고오,524,279,246,False,False,False,False,XvqZ4WhykWWfS7evkvTZnopK-VqaMEwjHTIvh87a3C2teYTVMiPYbnnD
261,GRANDMASTER,c80hterpxkbm0Xu-TCupsDavB3HmFKTVdrIz4igVDSsZRcg,공주가현,677,311,262,False,False,True,False,46gwoXrWS4Mk3rN9DrLDgcDNa9tUVF3j4AW_NjSjA8T-
262,GRANDMASTER,vYMfK0tQRBEEHKdTMA_02ZlWf1qPxyKx-GHyByN5mOEq8Q,술 사,336,158,140,True,False,False,False,_wpFgEDj4DmCMKqRKARyYyIDHsDgus9EnBX-tBXpd5aX
263,GRANDMASTER,33w6df8CkkwDugGRdqODEYhBeqNtY5GaXh1wd5jyXSRblNg,DaWeiTianLong,581,497,460,False,False,False,False,uLG8LaaX3M9dAHVKSFByvNY-3Fp12NblWQDT-2dJydfATPnPzB_yg97Z
264,GRANDMASTER,HqtVQSAM5f0LXedrW2fMZdnGJWua9E-6H2pLGJqI48nIUoM,모기는재앙이다,536,237,206,False,False,False,False,Q0TwcB2LySukAlhEapsly8m19JVvxhNpK8mQh8ekLMdXTwI
265,GRANDMASTER,nRCNq3iinTGQJ8IR2xH84x3e1A28Ji7N4-UT1CFCxbu8_tA,Laonianrensup,668,568,534,False,False,True,False,iiLHJX6PepZiGmixj9W8XMkldbomvXjJiOsN_RdTTh9LBP-MPaOe9lzc
266,GRANDMASTER,B6yAjlVZ0hUwVqc5jiJAtQi1h-4EXAgThHOhua-6VuoMqRE,울부짖는마오카이,442,600,567,True,False,False,False,VkuY1wTkEmrjptFHw0peTGrYI5DSRGyHlTsQFb4hlPYxECCWVfGimX1B
